restaurant_name,food_item,description,price,special_price,special_from,special_to,packaging_charge,status,max_packaging_charge,available_from,available_to,breakfast_available_from,breakfast_available_to,lunch_available_from,lunch_available_to,dinner_available_from,dinner_available_to,available_days,item_status,image,main_cat,sub_cat,recommended,ingredients,cat_order,product_order
OYALO PIZZA,"5"" Thai Veggie Magic Pizza","Go On A Magical Journey With Jalapeno Chillies, Thai Spice Seasoning, Onions And Cheese.",60,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Personal Pizzas,,0,,1,1
OYALO PIZZA,"5"" Spicy Paneer Twist Pizza","Experience A Traditional Touch With Paneer, Chettinad Spice Marinade And Mozzarella Cheese.",60,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Personal Pizzas,,0,,1,2
OYALO PIZZA,"5""Cheesy Chilli Paneer Pizza","Tomatoes, Onions And Succulent Paneer Create A Slice Of Magic.",60,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Personal Pizzas,,0,,1,3
OYALO PIZZA,"5"" Creamy Nacaroni Pizza","A Delightful Blend Of Dry Thyme, Mozzarella Cheese, Celeery, Leeks, Onion, Macaroni Pasta And More.",60,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Personal Pizzas,,0,,1,4
OYALO PIZZA,"5"" Schezwan Paneer Pizza","Sizzling Paneer, Schezwan Seasoning, Mozzerella And Celery.",60,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Personal Pizzas,,0,,1,5
OYALO PIZZA,"5"" Smoky Bbq Pizza","A Western-Style Treat Made With Mozzrella Cheese, Paneer And Sweets & Smoky Bbg Seasoning.",60,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Personal Pizzas,,0,,1,6
OYALO PIZZA,"5"" Thai Red Curry Pizza","A Thai Surprise Made With Red Thai Spice Seasoning, Jalapeno Chillies And Onions.",60,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Personal Pizzas,,0,,1,7
OYALO PIZZA,"8"" Tandoori Paneer Pizza","An All Indian Favourite Made With Paneer, Tandoori Marinade, Onions And Mozzarella Cheese.",150,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Medium Pizzas,,0,,2,1
OYALO PIZZA,"8"" Thai Baby Corn Zucchini Pizza","A Delicous Combination Of Zucchiini, Thai Spice Seasoning, Baby Corn, Peeled Garlic And Mozzarella.",150,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Medium Pizzas,,0,,2,2
OYALO PIZZA,"8"" Margherita Pizza",Get Ready For Some Margherita Magic As Mozzarella Cheeese Gets Together With Tomato.,150,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Medium Pizzas,,0,,2,3
OYALO PIZZA,"8"" Cheesy Chilli Paneer Pizza ","Tomatoes, Onions And Succulent Paneer Create A Slice Of Magic.",150,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Medium Pizzas,,0,,2,4
OYALO PIZZA,"8"" Triple Cheese Pizza","Mozzarella, Cheddar And Parmesan Comee Together To Give You Thrice The Delight.",150,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Medium Pizzas,,0,,2,5
OYALO PIZZA,Penne Pastra With Red Sauce,"Delicious, Steaming Hot Penna Pasta In Spicy Red Sauce, You Might Just Come Back For More!",48,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Pastas,,0,,3,1
OYALO PIZZA,Chocolate Lava Cake,Indulge In A Rich Chocolate Cake Witth Divine Chocolate Filling.,40,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Desserts ,,0,,4,1
OYALO PIZZA,Banana Caramel Lava Cake,A Heavenly Blend Of Banana And Caramel.,40,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Desserts ,,0,,4,2
OYALO PIZZA,Espresso Lava Cake,A Jolt Of Coffee-Flavoured Deliciousness.,40,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Desserts ,,0,,4,3
OYALO PIZZA,Choco Walnut Brownie,Incredibly Indulgent And Supremely Addictive Brownie Mad With Chocolate.,40,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Desserts ,,0,,4,4
OYALO PIZZA,Chocolate Milk,,24,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Hatsun Milk Beverages,,0,,5,1
OYALO PIZZA,Gulkand Milk,,24,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Hatsun Milk Beverages,,0,,5,2
OYALO PIZZA,Kesar Badam Milk,,24,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Hatsun Milk Beverages,,0,,5,3
OYALO PIZZA,Pista Milk,,24,,,,0,Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Hatsun Milk Beverages,,0,,5,4
