restaurant_name,food_item,description,price,special_price,special_from,,,special_to,packaging_charge,max_packaging_charge,status,available_from,available_to,breakfast_available_from,breakfast_available_to,lunch_available_from,lunch_available_to,dinner_available_from,dinner_available_to,available_days,item_status,image,main_cat,sub_cat,recommended,ingredients,cat_order,product_order
ARAFA CHICKEN PARK,Dal Thadukka,,209,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravy,,0,,15,20
ARAFA CHICKEN PARK,Dal Fry,,209,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravy,,0,,15,21
ARAFA CHICKEN PARK,Egg Masala,,198,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Egg Varieties,,0,,16,1
ARAFA CHICKEN PARK,Egg Pepper Fry,,198,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Egg Varieties,,0,,16,2
ARAFA CHICKEN PARK,Egg Burjee (Podimass),,198,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Egg Varieties,,0,,16,3
ARAFA CHICKEN PARK,Egg Manchurian,,198,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Egg Varieties,,0,,16,4
ARAFA CHICKEN PARK,Egg Tomato Fry,,198,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Egg Varieties,,0,,16,5
ARAFA CHICKEN PARK,Plain Omelette,,77,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Egg Varieties,,0,,16,6
ARAFA CHICKEN PARK,Cheese Omelette,,110,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Egg Varieties,,0,,16,7
ARAFA CHICKEN PARK,Chilly Omelette,,88,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Egg Varieties,,0,,16,8
ARAFA CHICKEN PARK,Soya Chunk Veg Shawarma Roll,Low Spicy,121,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,1
ARAFA CHICKEN PARK,Mushroom Kebab Veg Shawarma Roll,Low Spicy,121,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,2
ARAFA CHICKEN PARK,Panner Tikka Veg Shawarma Roll,Low Spicy,132,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,3
ARAFA CHICKEN PARK,Chicken Classic Charcoal Shawarma Roll ,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,4
ARAFA CHICKEN PARK,Chicken Peri Peri Charcoal Shawarma Roll  ,Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,5
ARAFA CHICKEN PARK,Chicken Mexican Charcoal Shawarma Roll,Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,6
ARAFA CHICKEN PARK,Fried Chicken Charcoal Shawarma Roll,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,7
ARAFA CHICKEN PARK,Chicken Classic Charcoal Shawarma Plate ,Low Spicy,242,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,8
ARAFA CHICKEN PARK,Chicken Peri Peri Charcoal Shawarma Plate ,Spicy,242,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,9
ARAFA CHICKEN PARK,Chicken Mexican Charcoal Shawarma Plate ,Spicy,242,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,10
ARAFA CHICKEN PARK,Fried Chicken Charcoal Shawarma Plate ,Low Spicy,242,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,11
ARAFA CHICKEN PARK,Tandoori Chicken Shawarma,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,12
ARAFA CHICKEN PARK,Malai Kebab Shawarma,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,13
ARAFA CHICKEN PARK,Hariyali Kebab Shawarma,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,14
ARAFA CHICKEN PARK,Cheese Kebab Shawarma,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,15
ARAFA CHICKEN PARK,Chicken Tikka Shawarma,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,16
ARAFA CHICKEN PARK,Ustadi Kebab Shawarma,Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Charcoal Shawarma,,0,,17,17
ARAFA CHICKEN PARK,Chicken Arabic Alfaham Quater,Low Spicy,176,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,1
ARAFA CHICKEN PARK,Chicken American Alfaham Quarter,Low Spicy,176,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,2
ARAFA CHICKEN PARK,Chicken Italian Alfaham Quarter,Spicy,176,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,3
ARAFA CHICKEN PARK,Chicken Mexican Alfaham Quarter,Spicy,176,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,4
ARAFA CHICKEN PARK,Chicken Peri Peri Alfaham Quarter,Spicy,176,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,5
ARAFA CHICKEN PARK,Chicken BBQ Alfaham Quarter,Low Spicy,176,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,6
ARAFA CHICKEN PARK,Tandoori Chicken Quarter,Low Spicy,176,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,7
ARAFA CHICKEN PARK,Chicken Arabic Alfaham Half,Low Spicy,286,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,8
ARAFA CHICKEN PARK,Chicken American Alfaham Half,Low Spicy,286,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,9
ARAFA CHICKEN PARK,Chicken Italian Alfaham Half,Spicy,286,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,10
ARAFA CHICKEN PARK,Chicken Mexican Alfaham Half,Spicy,286,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,11
ARAFA CHICKEN PARK,Chicken Peri Peri Alfaham Half,Spicy,286,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,12
ARAFA CHICKEN PARK,Chicken BBQ Alfaham Half,Low Spicy,286,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,13
ARAFA CHICKEN PARK,Tandoori Chicken Half,Low Spicy,286,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,14
ARAFA CHICKEN PARK,Chicken Arabic Alfaham Full,Low Spicy,528,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,15
ARAFA CHICKEN PARK,Chicken American Alfaham Full,Low Spicy,528,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,16
ARAFA CHICKEN PARK,Chicken Italian Alfaham Full,Spicy,528,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,17
ARAFA CHICKEN PARK,Chicken Mexican Alfaham Full,Spicy,528,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,18
ARAFA CHICKEN PARK,Chicken Peri Peri Alfaham Full,Spicy,528,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,19
ARAFA CHICKEN PARK,Chicken BBQ Alfaham Full,Low Spicy,528,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,20
ARAFA CHICKEN PARK,Tandoori Chicken Full,Low Spicy,528,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Alfaham(Cooked By Charcoal),,0,,18,21
ARAFA CHICKEN PARK,Panner Tikka Veg Stick 1 Pc,,132,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,1
ARAFA CHICKEN PARK,Mushroom Kebab Veg Stick 1 Pc,,132,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,2
ARAFA CHICKEN PARK,Soya Chunk Veg Stick 1 Pc,,110,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,3
ARAFA CHICKEN PARK,Panner Tikka Veg Stick 2 Pcs,,264,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,4
ARAFA CHICKEN PARK,Mushroom Kebab Veg Stick 2 Pcs,,264,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,5
ARAFA CHICKEN PARK,Soya Chunk Veg Stick 2 Pcs,,220,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,6
ARAFA CHICKEN PARK,Malai Chicken Kebab Stick 1 Pc,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,7
ARAFA CHICKEN PARK,Hariyali Chicken Kebab Stick 1 Pc,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,8
ARAFA CHICKEN PARK,Chicken Cheese Kebab Stick 1 Pc,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,9
ARAFA CHICKEN PARK,Chicken Tikka Stick 1 Pc,Low Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,10
ARAFA CHICKEN PARK,Ustadi Chicken Kebab Stick 1 Pc,Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,11
ARAFA CHICKEN PARK,BBQ Chicken Kebab Stick 1 Pc,Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,12
ARAFA CHICKEN PARK,Malai Tikka with Creamy Malai White Sauce,,308,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,13
ARAFA CHICKEN PARK,BBQ Tikka With Creamy BBQ Sauce,,308,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,14
ARAFA CHICKEN PARK,Chicken Sheek Kebab Stick  1 Pc,Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,15
ARAFA CHICKEN PARK,Mutton Sheek Kebab Stick 1 Pc,Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,16
ARAFA CHICKEN PARK,Fish Kebab Stick 1 Pc ,Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,17
ARAFA CHICKEN PARK,Prawn Stick 1 Pc,Spicy,132,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,18
ARAFA CHICKEN PARK,Tangri Kebab 2 Pcs,,242,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kebab & BBQ ,,0,,19,19
ARAFA CHICKEN PARK,Crispy Fried Chicken 2 Pcs,Free Mayonnaise,220,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,1
ARAFA CHICKEN PARK,Crispy Fried Chicken 4 Pcs,Free Mayonnaise,385,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,2
ARAFA CHICKEN PARK,Crispy Fried Chicken 8 Pcs,Free Mayonnaise,660,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,3
ARAFA CHICKEN PARK,Crispy Chicken Strips 4 Pcs,Free Mayonnaise,198,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,4
ARAFA CHICKEN PARK,Crispy Chicken Pop Corn 100g,Free Mayonnaise,165,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,5
ARAFA CHICKEN PARK,Crispy Chicken Wings 4 Pcs,Free Mayonnaise,198,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,6
ARAFA CHICKEN PARK,Crispy Chicken Lolly Pop 5 Pcs,Free Mayonnaise,220,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,7
ARAFA CHICKEN PARK,Crab Lolly Pop 5 Pcs,Free Mayonnaise,187,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,8
ARAFA CHICKEN PARK,Fish Finger 5 Pcs,Free Mayonnaise,187,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,9
ARAFA CHICKEN PARK,French Fries Medium,Free Mayonnaise,110,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,10
ARAFA CHICKEN PARK,French Fries Large,Free Mayonnaise,165,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,American Fried Chicken,,0,,20,11
ARAFA CHICKEN PARK,Veg Fried Rice,,187,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,1
ARAFA CHICKEN PARK,Schezwan Veg Fried Rice,,220,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,2
ARAFA CHICKEN PARK,Mushroom Fried Rice,,209,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,3
ARAFA CHICKEN PARK,Panner Fried Rice,,209,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,4
ARAFA CHICKEN PARK,Mixed Veg Fried Rice,,220,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,5
ARAFA CHICKEN PARK,Plain White Rice (Basmati),,66,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,6
ARAFA CHICKEN PARK,Egg Fried Rice,,198,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,7
ARAFA CHICKEN PARK,Chicken Fried Rice,,209,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,8
ARAFA CHICKEN PARK,Lanzhou Fried Rice (Special),,220,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,9
ARAFA CHICKEN PARK,Prawn Fried Rice,,275,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,10
ARAFA CHICKEN PARK,Veg Fried Noodles,,187,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,11
ARAFA CHICKEN PARK,Schezwan Veg Fried Noodles,,220,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,12
ARAFA CHICKEN PARK,Mushroom Fried Noodles,,209,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,13
ARAFA CHICKEN PARK,Panner Fried Noodles,,209,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,14
ARAFA CHICKEN PARK,Manchow Veg Noodles,,209,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,15
ARAFA CHICKEN PARK,Mixed Fried Noodles,,220,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,16
ARAFA CHICKEN PARK,Lanzhou Fried Noodles(Special),,220,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,17
ARAFA CHICKEN PARK,Egg Fried Noodles,,198,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,18
ARAFA CHICKEN PARK,Chicken Fried Noodles,,209,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,19
ARAFA CHICKEN PARK,Prawan Noodles,,275,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice & Noodles,,0,,21,20
ARAFA CHICKEN PARK,Veg Momos Steam 6 Pcs,,132,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Momos,,0,,22,1
ARAFA CHICKEN PARK,Chicken Momos Steam 6 Pcs,,165,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Momos,,0,,22,2
ARAFA CHICKEN PARK,Mutton Momos Steam 6 Pcs,,220,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Momos,,0,,22,3
ARAFA CHICKEN PARK,Veg Momos Fried 6 Pcs,,132,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Momos,,0,,22,4
ARAFA CHICKEN PARK,Chicken Momos Fried 6 Pcs,,165,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Momos,,0,,22,5
ARAFA CHICKEN PARK,Mutton Momos Fried 6 Pcs,,220,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Momos,,0,,22,6
ARAFA CHICKEN PARK,Margherita Chicken BBQ Pizza Small ,,165,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,1
ARAFA CHICKEN PARK,Italian Chicken Supreme Pizza Small,,165,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,2
ARAFA CHICKEN PARK,Chicken Tandoori Pizza Small,,165,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,3
ARAFA CHICKEN PARK,Crunchy Fried Chicken Pizza Small,,165,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,4
ARAFA CHICKEN PARK,Margherita Chicken BBQ Pizza Medium,,242,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,5
ARAFA CHICKEN PARK,Italian Chicken Sureme Pizza Medium,,242,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,6
ARAFA CHICKEN PARK,Chicken Tandoori Pizza Medium,,242,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,7
ARAFA CHICKEN PARK,Crunchy Fried Chicken Pizza Medium,,242,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,8
ARAFA CHICKEN PARK,Margherita Chicken BBQ Pizza Large,,297,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,9
ARAFA CHICKEN PARK,Italian Chicken Sureme Pizza Large,,297,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,10
ARAFA CHICKEN PARK,Chicken Tandoori Pizza Large,,297,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,11
ARAFA CHICKEN PARK,Crunchy Fried Chicken Pizza Large,,297,,,,,,0,0,Non Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,12
ARAFA CHICKEN PARK,Classic Mushroom Pizza Small,,165,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,13
ARAFA CHICKEN PARK,Supreme Panner Pizza Small,,165,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,14
ARAFA CHICKEN PARK,Veg Supreme Mix Pizza Small,,165,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,15
ARAFA CHICKEN PARK,Tandoori Panner Pizza Small,,165,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,16
ARAFA CHICKEN PARK,Country Feast Tandoori Mushroom Pizza Small,,165,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,17
ARAFA CHICKEN PARK,Sweet Corn Pizza Small,,165,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,18
ARAFA CHICKEN PARK,Mix Fruit Pizza Small,,165,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,19
ARAFA CHICKEN PARK,Classic Mushroom Pizza Medium,,242,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,20
ARAFA CHICKEN PARK,Supreme Panner Pizza Medium,,242,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,21
ARAFA CHICKEN PARK,Veg Supreme Mix Pizza Mediuml,,242,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,22
ARAFA CHICKEN PARK,Tandoori Panner Pizza Medium,,242,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,23
ARAFA CHICKEN PARK,Country Feast Tandoori Mushroom Pizza Medium,,242,,,,,,0,0,Veg,11:00AM,10:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Pizza Veg & Non Veg,,0,,23,24
