restaurant_name,food_item,description,price,special_price,special_from,special_to,packaging_charge,status,max_packaging_charge,available_from,available_to,breakfast_available_from,breakfast_available_to,lunch_available_from,lunch_available_to,dinner_available_from,dinner_available_to,available_days,item_status,image,main_cat,sub_cat,recommended,ingredients,cat_order,product_order
SRI VELAN CAFE,Hot Chocolate,,30,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Hot Drinks,,0,,2,1
SRI VELAN CAFE,Rosemilk,,30,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Soft Drinks,,0,,2,4
SRI VELAN CAFE,Mango Juice,,30,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Soft Drinks,,0,,2,5
SRI VELAN CAFE,Pineapple Juice,,30,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Soft Drinks,,0,,2,7
SRI VELAN CAFE,Grape Juice,,30,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Soft Drinks,,0,,2,2
SRI VELAN CAFE,Lemon Juice,,30,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Soft Drinks,,0,,2,6
SRI VELAN CAFE,Sweet & Salt Soda,,30,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Soft Drinks,,0,,2,6
SRI VELAN CAFE,Salt Soda,,30,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Soft Drinks,,0,,2,4
SRI VELAN CAFE,Jaljeera,,30,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Soft Drinks,,0,,2,5
SRI VELAN CAFE,Bun Set 2 Pcs,,96,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Bread & Bun Items,,0,,2,7
SRI VELAN CAFE,Cheese Bun Set 2 Pcs,,72,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Bread & Bun Items,,0,,3,2
SRI VELAN CAFE,Butter Cheese Bun Set 2 Pcs,,84,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Bread & Bun Items,,0,,3,4
SRI VELAN CAFE,Butter Garam Sandwich 2 Pcs,,60,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Bread & Bun Items,,0,,3,2
SRI VELAN CAFE,Cheese Garam Sandwich 2 Pcs,,84,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Bread & Bun Items,,0,,3,4
SRI VELAN CAFE,Paneer Cutlet 2 Pcs,,48,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Cutlet Items,,0,,3,3
SRI VELAN CAFE,Cheese Cutlet 2 Pcs,,48,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Cutlet Items,,0,,3,5
SRI VELAN CAFE,Veg Cutlet 2 Pcs,,36,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Cutlet Items,,0,,4,1
SRI VELAN CAFE,Manchurian Maggi,,48,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Maggi Items,,0,,4,2
SRI VELAN CAFE,Schezwan Maggi,,48,,,,0,Veg,,08:00AM,08:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Maggi Items,,0,,5,1
