restaurant_name,food_item,description,price,special_price,special_from,special_to,packaging_charge,max_packaging_charge,status,available_from,available_to,breakfast_available_from,breakfast_available_to,lunch_available_from,lunch_available_to,dinner_available_from,dinner_available_to,available_days,item_status,image,main_cat,sub_cat,recommended,ingredients,cat_order,product_order
HOTEL APOORVAA,Veg Soup,,50,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Soups,,0,,1,1
HOTEL APOORVAA,Veg Clear Soup,,55,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Soups,,0,,1,2
HOTEL APOORVAA,Tomatto Soup,,55,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Soups,,0,,1,2
HOTEL APOORVAA,Sweet Corn Soup,,55,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Soups,,0,,1,1
HOTEL APOORVAA,Mushroom Soup,,55,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Soups,,0,,1,1
HOTEL APOORVAA,Chettinadu Soup,,55,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Soups,,0,,1,2
HOTEL APOORVAA,Pepper Leaf Soup,,45,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Soups,,0,,2,1
HOTEL APOORVAA,Hot Sour Soup,,55,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Soups,,0,,2,1
HOTEL APOORVAA,Milagu Dhaniya Soup,,55,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Soups,,0,,2,1
HOTEL APOORVAA,Idly (2 Nos),,30,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Tiffen Items,,0,,2,1
HOTEL APOORVAA,Sambar Idly (2pcs),,40,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Tiffen Items,,0,,3,1
HOTEL APOORVAA,Paniyaram,,40,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Tiffen Items,,0,,3,1
HOTEL APOORVAA,Aappam Single,,40,,,,0,0,veg,,,08:00AM,10:30AM,12:30PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Tiffen Items,,0,,5,1
HOTEL APOORVAA,Roast,,60,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,5,1
HOTEL APOORVAA,Onion Masal Roast,,90,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,5,1
HOTEL APOORVAA,Rava Roast,,60,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,5,1
HOTEL APOORVAA,Onion Roast,,90,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,5,1
HOTEL APOORVAA,Ghee Onion Roast,,95,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,6,1
HOTEL APOORVAA,Ghee Masal Roast,,80,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,6,1
HOTEL APOORVAA,Podi Ghee Roast,,80,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,6,1
HOTEL APOORVAA,Mushroom Roast,,90,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,7,1
HOTEL APOORVAA,Apoorvaa Spl Roast,,90,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,7,1
HOTEL APOORVAA,Panneer Roast,,85,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,7,1
HOTEL APOORVAA,Rava Masal Roast,,70,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,7,1
HOTEL APOORVAA,Butter Roast,,75,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,7,1
HOTEL APOORVAA,Cashewnut Rava Roast,,90,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,8,1
HOTEL APOORVAA,Onion Rava Masal Roast,,70,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,8,1
HOTEL APOORVAA,Ghee Rava Masal Roast,,100,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Roast Items,,0,,8,1
HOTEL APOORVAA,Ghee Onion Uthappam,,90,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Utthappam,,0,,9,1
HOTEL APOORVAA,Ghee Uthappam,,70,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Utthappam,,0,,9,1
HOTEL APOORVAA,Onion Uthappam,,80,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Utthappam,,0,,9,1
HOTEL APOORVAA,Podi Uthappam,,65,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Utthappam,,0,,9,1
HOTEL APOORVAA,Small Onion Uthappam,,95,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Utthappam,,0,,9,1
HOTEL APOORVAA,Cashewnut Uthappam,,80,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Dosai Items,,0,,10,1
HOTEL APOORVAA,Kal Dosai Single,,30,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Dosai Items,,0,,12,1
HOTEL APOORVAA,Pesaratu Dosa,,65,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Dosai Items,,0,,12,1
HOTEL APOORVAA,Adai Dosai,,60,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Dosai Items,,0,,12,1
HOTEL APOORVAA,Tomatto Utthappam,,65,,,,0,0,veg,,,08:00AM,10:30AM,05:00PM,10:30PM,,,"1,2,3,4,5,6,7",1,,Dosai Items,,0,,13,1
