restaurant_name,food_item,description,price,special_price,special_from,special_to,packaging_charge,status,max_packaging_charge,available_from,available_to,breakfast_available_from,breakfast_available_to,lunch_available_from,lunch_available_to,dinner_available_from,dinner_available_to,available_days,item_status,image,main_cat,sub_cat,recommended,ingredients,cat_order,product_order
RP CHICKEN CENTER,Chicken Biriyani,,93,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Biriyani,,0,,3,2
RP CHICKEN CENTER,Mutton Biriyani,,222,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"3,7",1,,Biriyani,,0,,3,2
RP CHICKEN CENTER,Chicken Soup,,11,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Soup,,0,,2,7
RP CHICKEN CENTER,Chilli Chicken 1 Plate (Bone),,60,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Starters,,0,,2,1
RP CHICKEN CENTER,Chilli Chicken 1 Plate (Boneless),,81,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Starters,,0,,2,1
RP CHICKEN CENTER,Lollipop 1Set,,94,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Starters,,0,,2,4
RP CHICKEN CENTER,Chicken Leg Piece 1Set,,117,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Starters,,0,,2,4
RP CHICKEN CENTER,Chicken Varuval Gravy,,70,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Starters,,0,,2,5
RP CHICKEN CENTER,Chicken Varuval Dry,,94,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Starters,,0,,2,5
RP CHICKEN CENTER,Chicken Kola Urundai 4Pcs,,70,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Starters,,0,,3,2
RP CHICKEN CENTER,Chicken Rice,,82,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Rice & Noodles,,0,,2,2
RP CHICKEN CENTER,Chicken Noodles,,82,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Rice & Noodles,,0,,2,6
RP CHICKEN CENTER,Egg Noodles,,70,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Rice & Noodles,,0,,2,6
RP CHICKEN CENTER,Egg Rice,,70,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Rice & Noodles,,0,,2,4
RP CHICKEN CENTER,Veg Rice,,59,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Rice & Noodles,,0,,2,5
RP CHICKEN CENTER,Veg Noodles,,59,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Rice & Noodles,,0,,2,7
RP CHICKEN CENTER,Veg Noodles,,59,,,,0,Non Veg,,11:00AM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Rice & Noodles,,0,,2,7
