restaurant_name,food_item,description,price,packaging_charge,status,available_from,available_to,item_status,image,main_cat,sub_cat,recommended,ingredients
Darling Namma Veedu - Katpadi,Tomoto Soup,,104.5,10,,12:01PM,10:00PM,1,,Soups,,0,
Darling Namma Veedu - Katpadi,Sweet Corn Veg Soup,,99.25,10,,12:01PM,10:00PM,1,,Soups,,0,
Darling Namma Veedu - Katpadi,Hot & Sour Veg Soup,,104.5,10,,12:01PM,10:00PM,1,,Soups,,0,
Darling Namma Veedu - Katpadi,Chicken Milagu Soup,,115,10,,12:01PM,10:00PM,1,,Soups,,0,
Darling Namma Veedu - Katpadi,Mutton Milagu Soup,,125.5,10,,12:01PM,10:00PM,1,,Soups,,0,
Darling Namma Veedu - Katpadi,Nandu Soup,,115,10,,12:01PM,10:00PM,1,,Soups,,0,
Darling Namma Veedu - Katpadi,Nattu Kozhi Soup,,115,10,,12:01PM,10:00PM,1,,Soups,,0,
Darling Namma Veedu - Katpadi,Nalli Ellumbu Soup,,115,10,,12:01PM,10:00PM,1,,Soups,,0,
Darling Namma Veedu - Katpadi,Paneer,,167.5,10,,12:01PM,10:00PM,1,,Starters Veg,,0,
Darling Namma Veedu - Katpadi,Mushroom,,157,10,,12:01PM,10:00PM,1,,Starters Veg,,0,
Darling Namma Veedu - Katpadi,Gobi,,157,10,,12:01PM,10:00PM,1,,Starters Veg,,0,
Darling Namma Veedu - Katpadi,Paneer,,167.5,10,,12:01PM,10:00PM,1,,Starters Veg,,0,
Darling Namma Veedu - Katpadi,Mushroom,,157,10,,12:01PM,10:00PM,1,,Starters Veg,,0,
Darling Namma Veedu - Katpadi,Gobi,,157,10, ,12:01PM,10:00PM,1,,Starters Veg,,0,
Darling Namma Veedu - Katpadi,Tandoori Chicken (Half],,210,0,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Tandoori Chicken (Full),,420,0,,12:01PM,10:00PM,,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Chicken Tikka,,178.5,0,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Tangidi Kebab,,215.25,0,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Nattu Kozhi Varuval,,209.5,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Kaadai 65,,136,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Kaadai Varuval,,146.5,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Chicken 65 [Boneless],,178,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Chicken Milagu Varuval,,185.35,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Chicken [2] Leg Piece Milagu Varuval,,204.25,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Pallipalayam Chicken,,225.25,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Chicken Lollipop,,178,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Chicken Vepudu,,225.25,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Green Chilli Andhra Chicken,,214.75,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Bhuna Chicken,,225.25,10,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Chicken Omlette,,94.5,0,,12:01PM,10:00PM,1,,Non Veg Starters [Chicken],,0,
Darling Namma Veedu - Katpadi,Mutton Kola Urundai,,199,10,,12:01PM,10:00PM,1,,Non Veg Starters [Mutton],,0,
Darling Namma Veedu - Katpadi,Mutton Chukka,,199,10,,12:01PM,10:00PM,1,,Non Veg Starters [Mutton],,0,
Darling Namma Veedu - Katpadi,Mutton Milagu Varuval,,214.75,10,,12:01PM,10:00PM,1,,Non Veg Starters [Mutton],,0,
Darling Namma Veedu - Katpadi,Mutton Brain Fry,,146.5,10,,12:01PM,10:00PM,1,,Non Veg Starters [Mutton],,0,
Darling Namma Veedu - Katpadi,Pallipalayam Mutton,,262,10,,12:01PM,10:00PM,1,,Non Veg Starters [Mutton],,0,
Darling Namma Veedu - Katpadi,Nalli Curry ,,262,10,,12:01PM,10:00PM,1,,Non Veg Starters [Mutton],,0,
Darling Namma Veedu - Katpadi,Nandu Varuval,,183.25,10,,12:01PM,10:00PM,1,,Non Veg Starters[Crab],,0,
Darling Namma Veedu - Katpadi,Nethili 65,,172.75,10,,12:01PM,10:00PM,1,,Non Veg Starters [Fish],,0,
Darling Namma Veedu - Katpadi,Eral Thokku,,209.5,10,,12:01PM,10:00PM,1,,Non Veg Starters [Fish],,0,
Darling Namma Veedu - Katpadi,Eral 65,,230.5,10,,12:01PM,10:00PM,1,,Non Veg Starters [Fish],,0,
Darling Namma Veedu - Katpadi,Fish Fry,,157.5,0,,12:01PM,10:00PM,1,,Non Veg Starters [Fish],,0,
Darling Namma Veedu - Katpadi,Meen Podimas,,214.75,10,,12:01PM,10:00PM,1,,Non Veg Starters [Fish],,0,
Darling Namma Veedu - Katpadi,Sura Poottu,,214.75,10,,12:01PM,10:00PM,1,,Non Veg Starters [Fish],,0,
Darling Namma Veedu - Katpadi,Masala Omlette,,52.5,0,,12:01PM,10:00PM,1,,Non Veg Starters [Egg],,0,
Darling Namma Veedu - Katpadi,Boiled Egg,,21,0,,12:01PM,10:00PM,1,,Non Veg Starters [Egg],,0,
Darling Namma Veedu - Katpadi,Egg Masala,,126,0,,12:01PM,10:00PM,1,,Non Veg Starters [Egg],,0,
Darling Namma Veedu - Katpadi,Egg Podimas,,52.5,0,,12:01PM,10:00PM,1,,Non Veg Starters [Egg],,0,
Darling Namma Veedu - Katpadi,Plain Omlette,,52.5,0,,12:01PM,10:00PM,1,,Non Veg Starters [Egg],,0,
Darling Namma Veedu - Katpadi,Veg Thali Meals,,136.5,0,,12:01PM,10:00PM,1,,Meals,,0,
Darling Namma Veedu - Katpadi,Non Veg Thali Meals,,136.5,0,,12:01PM,10:00PM,1,,Meals,,0,
Darling Namma Veedu - Katpadi,Curd Rice,,73,10,,12:01PM,10:00PM,1,,Meals,,0,
Darling Namma Veedu - Katpadi,Mutton Briyani,,178,10,,12:01PM,10:00PM,1,,Biriyani,,0,
Darling Namma Veedu - Katpadi,Chicken Briyani,,146.5,10,,12:01PM,10:00PM,1,,Biriyani,,0,
Darling Namma Veedu - Katpadi,Egg Briyani,,115,10,,12:01PM,10:00PM,1,,Biriyani,,0,
Darling Namma Veedu - Katpadi,Khuska,,94,10,,12:01PM,10:00PM,1,,Biriyani,,0,
Darling Namma Veedu - Katpadi,Idly,,31.5,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Parotta,,42,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Bun Parotta,,53.55,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Ceylon Parotta,,47.25,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Chappathi,,42,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Idiyappam,,42,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Idiyappam [3] & Attu Kaal Paya,,199,10,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Appam,,47.25,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Egg Appam,,78.75,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Chicken Curry Dosai,,126,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Mutton Curry Dosai,,136.5,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Chicken Kheema Dosai,,126,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Mutton Kheema Dosai,,136.5,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Egg Dosai,,94.5,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Chicken Kothu Paratha,,141.25,10,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Mutton Kothu Paratha,,151.75,10,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Egg Kothu Paratha,,120.25,10,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Chicken Kothu Idiappam,,141.25,10,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Mutton Kothu Idiappam,,151.75,10,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Tandoori Paratha,,57.75,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Plain Roti,,44.1,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Butter Roti,,48.3,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Plain Naan,,48.3,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Butter Naan,,53.55,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Plain Dosa,,42,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Kal Dosa,,52.5,0,,12:01PM,10:00PM,1,,Dinner,,0,
Darling Namma Veedu - Katpadi,Garlic Chicken,,188.5,10,,12:01PM,10:00PM,1,,Chinese Non Veg [Dry],,0,
Darling Namma Veedu - Katpadi,Schezwan Chicken,,188.5,10,,12:01PM,10:00PM,1,,Chinese Non Veg [Dry],,0,
Darling Namma Veedu - Katpadi,Chilly Chicken,,188.5,10,,12:01PM,10:00PM,1,,Chinese Non Veg [Dry],,0,
Darling Namma Veedu - Katpadi,Chicken Manchurian,,188.5,10,,12:01PM,10:00PM,1,,Chinese Non Veg [Dry],,0,
Darling Namma Veedu - Katpadi,Garlic Chicken,,188.5,10,,12:01PM,10:00PM,1,,Chinese Non Veg [Gravy],,0,
Darling Namma Veedu - Katpadi,Schezwan Chicken,,188.5,10,,12:01PM,10:00PM,1,,Chinese Non Veg [Gravy],,0,
Darling Namma Veedu - Katpadi,Chilly Chicken,,188.5,10,,12:01PM,10:00PM,1,,Chinese Non Veg [Gravy],,0,
