restaurant_name,food_item,description,price,packaging_charge,status,available_from,available_to,item_status,image,main_cat,sub_cat,recommended,ingredients
Hart Lounge,Vanilla,,50,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,0,
Hart Lounge,Strawberry,,60,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,0,
Hart Lounge,Butterscotch,,70,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,0,
Hart Lounge,Black Current,,60,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,0,
Hart Lounge,Oreo Shake,,60,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,1,
Hart Lounge,Banana Shake,,60,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,0,
Hart Lounge,Cold Coffee,,60,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,0,
Hart Lounge,Dates Milk Shake,,60,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,0,
Hart Lounge,Choco Shake,,70,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,0,
Hart Lounge,Choco Malt,,80,,Veg,11:00:00am,10:30.00pm,1,,Shakes,,0,
