restaurant_name,food_item,description,price,special_price,special_from,packaging_charge,status,available_from,available_to,breakfast_available_from,breakfast_available_to,lunch_available_from,lunch_available_to,dinner_available_from,dinner_available_to,available_days,item_status,image,main_cat,sub_cat,recommended,ingredients,cat_order,product_order
DINDIGUL VELU BRIYANI,Mutton Briyani,,231,,,11.55,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,1,,1,1
DINDIGUL VELU BRIYANI,Mutton Briyani 1/4,,126,,,6.3,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,0,,1,2
DINDIGUL VELU BRIYANI,Chicken Briyani,,179,,,8.95,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,1,,1,3
DINDIGUL VELU BRIYANI,Chicken 65 Briyani,,221,,,11.05,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,1,,1,4
DINDIGUL VELU BRIYANI,Egg Briyani,,168,,,8.4,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,0,,1,6
DINDIGUL VELU BRIYANI,Egg Briyani 1/4,,105,,,5.25,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,0,,1,7
DINDIGUL VELU BRIYANI,Plain Briyani,,158,,,7.9,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,0,,1,8
DINDIGUL VELU BRIYANI,Plain Mutton Biriyani,,178,,,8.9,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,0,,1,8
DINDIGUL VELU BRIYANI,Plain Briyani 1/4,,95,,,4.75,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,0,,1,9
DINDIGUL VELU BRIYANI,Veg Briyani,,137,,,6.85,Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,0,,1,10
DINDIGUL VELU BRIYANI,Mushroom Briyani,,137,,,6.85,Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Briyani,,0,,1,11
DINDIGUL VELU BRIYANI,Mutton Egg Kari,,158,,,7.9,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,2
DINDIGUL VELU BRIYANI,Mutton Kothu Kari,,158,,,7.9,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,3
DINDIGUL VELU BRIYANI,Mutton Kudal,,137,,,6.85,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,6
DINDIGUL VELU BRIYANI,Mutton Egg Kudal,,147,,,7.35,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,7
DINDIGUL VELU BRIYANI,Mutton Brain,,147,,,7.35,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,1,,5,8
DINDIGUL VELU BRIYANI,Mutton Egg Brain,,158,,,7.9,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,9
DINDIGUL VELU BRIYANI,Mutton Liver,,147,,,7.35,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,10
DINDIGUL VELU BRIYANI,Mutton Thalakari,,147,,,7.35,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,10
DINDIGUL VELU BRIYANI,Mutton Suvaroti,,147,,,7.35,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,11
DINDIGUL VELU BRIYANI,Mutton Maanga,,147,,,7.35,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,12
DINDIGUL VELU BRIYANI,Mutton Kola 1 Pc,,21,,,1.05,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Starters,,0,,5,13
DINDIGUL VELU BRIYANI,Panneer Butter Masala,,158,,,7.9,Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,0,,9,1
DINDIGUL VELU BRIYANI,Kadaai Panneer Masala,,158,,,7.9,Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,0,,9,2
DINDIGUL VELU BRIYANI,Panneer Tikka Masala,,189,,,9.45,Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,1,,9,3
DINDIGUL VELU BRIYANI,Gobi Masala,,137,,,6.85,Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,0,,9,4
DINDIGUL VELU BRIYANI,Mushroom Masala,,147,,,8.4,Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,0,,9,5
DINDIGUL VELU BRIYANI,Kadaai Chicken Gravy,,168,,,8.4,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Chicken Gravys,,0,,9,7
DINDIGUL VELU BRIYANI,Ginger Chicken Gravy,,168,,,8.4,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Chicken Gravys,,0,,9,8
DINDIGUL VELU BRIYANI,Garlic Chicken Gravy,,168,,,8.4,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Chicken Gravys,,0,,9,9
DINDIGUL VELU BRIYANI,Pepper Chicken Gravy,,168,,,8.4,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Chicken Gravys,,0,,9,10
DINDIGUL VELU BRIYANI,Butter Chicken Gravy,,168,,,8.4,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Chicken Gravys,,0,,9,11
DINDIGUL VELU BRIYANI,Hyderabad Chicken Gravy,,168,,,8.4,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Chicken Gravys,,0,,9,12
DINDIGUL VELU BRIYANI,Chicken Wings Pepper Masala,,168,,,8.4,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Chicken Gravys,,0,,9,13
DINDIGUL VELU BRIYANI,Chicken Tikka Masala,,200,,,10,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Chicken Gravys,,0,,9,14
DINDIGUL VELU BRIYANI,Mutton Kudal Kuzhambu,,147,,,7.35,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Gravys,,0,,9,20
DINDIGUL VELU BRIYANI,Mutton Pepper Masala,,200,,,10,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Mutton Gravys,,0,,9,22
DINDIGUL VELU BRIYANI,Kaadai Masala,,168,,,8.4,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kaadai Starters,,0,,9,26
DINDIGUL VELU BRIYANI,Kaadai Roast Dry,,147,,,7.35,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kaadai Starters,,1,,7,1
DINDIGUL VELU BRIYANI,Kaadai 65 Dry,,147,,,7.35,Non Veg,11:15AM,09:30PM,,,,,,,"1,2,3,4,5,6,7",1,,Kaadai Starters,,0,,7,2
