restaurant_name,food_item,description,price,special_price,special_from,special_to,packaging_charge,status,available_from,available_to,breakfast_available_from,breakfast_available_to,lunch_available_from,lunch_available_to,dinner_available_from,dinner_available_to,available_days,item_status,image,main_cat,sub_cat,recommended,ingredients,cat_order,product_order,,,
RAJ HOTEL,Paneer Pepper Fry,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Starters,,,,,,,,
RAJ HOTEL,Babycorn Papeer Fry,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Starters,,,,,,,,
RAJ HOTEL,Babycorn Bombay,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Starters,,,,,,,,
RAJ HOTEL,Babycorn Ooty,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Starters,,,,,,,,
RAJ HOTEL,Mushroom Bombay,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Starters,,,,,,,,
RAJ HOTEL,Mushroom Ooty,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Starters,,,,,,,,
RAJ HOTEL,Mix Veg Fry,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Starters,,,,,,,,
RAJ HOTEL,French Fries,,74,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Starters,,,,,,,,
RAJ HOTEL,Veg Spring Roll,,105,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Starters,,,,,,,,
RAJ HOTEL,Gobi Manchurian Gravy,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Gobi Masala,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Mushroom Manchurian Gravy,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Mushroom Masala,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Paneer Manchurian Gravy,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Paneer Masala,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Babycorn Manchurian Gravy,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Babycorn Masala,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Mix Veg Curry,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Paneer Butter Masala,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Kadai Vegetable,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Aloo Gobi Masala,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Green Peas Masala,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Channa Masala,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Veg Gravys,,,,,,,,
RAJ HOTEL,Chicken Chettinad Gravy,,158,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Papper Chicken Gravy,,147,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Kadai Chicken Gravy,,147,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Butter Chicken Masala,,158,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Chicken Gravy,,126,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Egg Masala,,84,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Nattukozhi Gravy,,126,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Nattukozhi Chettinad Gravy,,210,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Mutton Chettinad Gravy,,231,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Mutton Gravy,,210,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Kudal Gravy,,189,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Fish Curry,,126,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Prawn Masala,,158,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Kaadai Gravy,,147,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Crab Masala,,158,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Non Veg Gravys,,,,,,,,
RAJ HOTEL,Veg Fried Rice,,84,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Veg Schezwan Fried Rice,,105,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Ghee Rice,,147,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Veg Pulao,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Jeera Pulav,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Paneer Pulao,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
