restaurant_name,food_item,description,price,special_price,special_from,special_to,packaging_charge,status,available_from,available_to,breakfast_available_from,breakfast_available_to,lunch_available_from,lunch_available_to,dinner_available_from,dinner_available_to,available_days,item_status,image,main_cat,sub_cat,recommended,ingredients,cat_order,product_order,,,
RAJ HOTEL,Green Peas Pulao,,158,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Garlic Rice,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Jeera Rice,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Gobi Fried Rice,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Gobi Schezwan Fried Rice,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Mushroom  Fried Rice,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Mushroom Schezwan Fried Rice,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Panner Fried Rice,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Paneer Schezwan Fried Rice,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Babycorn Fried Rice,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Babycorn Schezwan Fried Rice,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Egg Fried Rice,,105,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Egg Schezwan Fried Rice,,126,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Chicken Fried Rice,,126,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Chicken Schezwan Fried Rice,,137,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Mutton Fried Rice,,189,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Muttom Schezwan Fried Rice,,210,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Mixed Fried Rice,,179,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Mixed Schezwan Fried Rice,,189,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Prawn Fried Rice,,137,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Prawn Schezwan Fried Rice,,147,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Fish Fried Rice,,126,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Fish Schezwan Fried Rice,,137,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Fried Rice,,,,,,,,
RAJ HOTEL,Veg Noodles,,84,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Veg Schezwan Noodles,,105,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Gobi Noodles,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Gobi Schezwan Noodles,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Mushroom Noodles,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Mushroom Schezwan Noodles,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Paneer Noodles,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Paneer Schezwan Noodles,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Babycorn Noodles,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Baby Schezwan Noodles,,137,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Egg Noodles,,105,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Egg Schezwan Noodles,,126,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Chicken Noodles,,126,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Chicken Schezwan Noodles,,137,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Mutton Noodles,,189,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Mutton Schezwan Noodles,,210,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Mixed Noodles,,179,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Mixed Schezwan Noodles,,189,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Prawn Noodles,,137,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Prawn Schezwan Noodles,,147,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Fish Noodles,,126,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Fish Schezwan Noodles,,137,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Noodles,,,,,,,,
RAJ HOTEL,Parotta 2 Pcs,,32,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Nool Parotta ,,27,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Bun Parotta,,32,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Japan Crispy Parotta,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Coin Parota ,,53,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Virudhunagar Parotta 2 Nos,,32,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Mushroom Stuffed Parotta ,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Gobi Stuffed Parotta ,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Paneer Stuffed Parotta ,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Chilly Parotta,,126,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Veechu Parotta,,32,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Chapathi 2 Pcs,,42,,,,0,Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Egg Veechu Parotta,,42,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Egg Kothu Parotta,,84,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Chicken Parotta,,158,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Mutton Parotta,,189,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Vaalai Ilai Veg Parotta,,158,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Vaalai Ilai Chicken Parotta,,189,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Vaalai Ilai Mutton Parotta,,231,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Vaalai Ilai Nattukozhi Parotta,,210,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Vaalai Ilai Kudal Set Parotta,,210,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Egg Stuffed Parotta,,105,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Chicken Stuffed Parotta,,158,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
RAJ HOTEL,Mutton Stuffed Parotta,,210,,,,0,Non Veg,12:00PM,10:00PM,,,,,,,"1,2,3,4,5,6,7",1,,Indian Breads,,,,,,,,
